Customer ID,Customer Name,Segment,Region,State,City,Total_Orders,Total_Sales,Total_Profit,Avg_Discount,Last_Order_Date,Customer_Status,Record_Version
AB-10015,Aaron Bergman,Consumer,Central,Oklahoma,Oklahoma City,1,563.94,116.87,0.0,11/10/2016,Active,1
AB-10015,Aaron Bergman,Consumer,Central,Texas,Arlington,1,12.62,-2.52,0.2,2/18/2014,Active,1
AB-10015,Aaron Bergman,Consumer,West,Washington,Seattle,1,309.59,15.0,0.067,3/7/2014,Active,1
AB-10060,Adam Bellavance,Home Office,Central,Indiana,Greenwood,1,240.15,115.51,0.0,11/5/2017,Active,1
AB-10060,Adam Bellavance,Home Office,East,New Hampshire,Concord,1,27.93,8.1,0.0,8/29/2016,Active,1
AB-10060,Adam Bellavance,Home Office,East,New York,New York City,1,4438.69,1453.43,0.08,9/1/2016,Active,1
AB-10060,Adam Bellavance,Home Office,East,Pennsylvania,Philadelphia,1,20.74,7.26,0.2,9/16/2017,Active,1
AB-10060,Adam Bellavance,Home Office,South,Virginia,Waynesboro,1,334.2,106.51,0.0,3/13/2016,Active,1
AB-10060,Adam Bellavance,Home Office,West,California,Los Angeles,1,79.99,28.8,0.0,5/7/2017,Active,1
AB-10060,Adam Bellavance,Home Office,West,Washington,Des Moines,1,18.54,8.71,0.0,9/18/2015,Active,1
AB-10060,Adam Bellavance,Home Office,West,Washington,Seattle,1,2595.39,326.27,0.067,11/6/2017,Active,1
AB-10105,Adrian Barton,Consumer,Central,Illinois,Bloomington,1,39.82,7.47,0.2,8/3/2017,Active,1
AB-10105,Adrian Barton,Consumer,Central,Indiana,Indianapolis,1,1107.66,498.52,0.0,12/20/2014,Active,1
AB-10105,Adrian Barton,Consumer,Central,Michigan,Detroit,1,9892.74,4946.37,0.0,12/17/2016,Active,1
AB-10105,Adrian Barton,Consumer,Central,Texas,Houston,1,671.0,-142.66,0.4,11/7/2015,Active,1
AB-10105,Adrian Barton,Consumer,Central,Texas,Pearland,1,470.38,52.92,0.2,6/5/2017,Active,1
AB-10105,Adrian Barton,Consumer,East,New York,New York City,1,117.96,5.9,0.0,2/2/2016,Active,1
AB-10105,Adrian Barton,Consumer,South,Kentucky,Henderson,1,843.84,224.45,0.0,11/19/2017,Active,1
AB-10105,Adrian Barton,Consumer,West,Arizona,Phoenix,2,985.47,-186.93,0.36,9/25/2016,Active,1
AB-10105,Adrian Barton,Consumer,West,Oregon,Portland,1,344.7,38.78,0.2,5/18/2017,Active,1
AB-10150,Aimee Bixby,Consumer,Central,Oklahoma,Tulsa,1,14.94,7.02,0.0,9/10/2015,Active,1
AB-10150,Aimee Bixby,Consumer,Central,Texas,Carrollton,1,138.7,0.46,0.3,11/19/2017,Active,1
AB-10150,Aimee Bixby,Consumer,Central,Texas,Dallas,1,15.55,5.44,0.2,1/31/2016,Active,1
AB-10150,Aimee Bixby,Consumer,East,New York,Long Beach,1,91.96,39.54,0.0,9/4/2017,Active,1
AB-10150,Aimee Bixby,Consumer,East,New York,Yonkers,1,705.56,261.19,0.04,3/5/2014,Active,1
AB-10165,Alan Barnes,Consumer,Central,Illinois,Decatur,1,37.3,-1.07,0.3,11/16/2014,Active,1
AB-10165,Alan Barnes,Consumer,East,Ohio,Toledo,1,118.32,28.92,0.2,4/14/2017,Active,1
AB-10165,Alan Barnes,Consumer,South,Tennessee,Lebanon,1,163.96,59.44,0.2,9/15/2017,Active,1
AB-10165,Alan Barnes,Consumer,West,California,Lakewood,1,94.2,39.56,0.0,3/30/2017,Active,1
AB-10165,Alan Barnes,Consumer,West,California,Los Angeles,2,613.58,83.07,0.04,6/25/2015,Active,1
AB-10165,Alan Barnes,Consumer,West,Colorado,Louisville,1,46.69,-2.92,0.2,5/10/2015,Active,1
AB-10165,Alan Barnes,Consumer,West,Washington,Bellevue,1,39.79,13.8,0.2,12/5/2017,Active,1
AB-10255,Alejandro Ballentine,Home Office,Central,Texas,Plano,1,13.62,3.57,0.2,6/26/2016,Active,1
AB-10255,Alejandro Ballentine,Home Office,East,New York,New York City,1,37.94,18.21,0.0,5/8/2015,Active,1
AB-10255,Alejandro Ballentine,Home Office,East,Ohio,Lorain,1,30.41,1.76,0.3,6/2/2017,Active,1
AB-10255,Alejandro Ballentine,Home Office,East,Pennsylvania,Philadelphia,1,53.23,16.13,0.2,12/3/2015,Active,1
AB-10255,Alejandro Ballentine,Home Office,South,Mississippi,Jackson,1,34.34,14.32,0.0,12/20/2016,Active,1
AB-10255,Alejandro Ballentine,Home Office,West,California,Los Angeles,2,499.66,96.49,0.1,7/22/2014,Active,1
AB-10255,Alejandro Ballentine,Home Office,West,New Mexico,Carlsbad,1,228.28,105.9,0.0,6/16/2017,Active,1
AB-10255,Alejandro Ballentine,Home Office,West,Washington,Seattle,1,17.05,8.18,0.0,10/23/2016,Active,1
AB-10600,Ann Blume,Corporate,Central,Illinois,Chicago,1,14.48,-23.89,0.8,11/18/2014,Active,1
AB-10600,Ann Blume,Corporate,South,North Carolina,Jacksonville,1,17.09,1.07,0.2,11/30/2015,Active,1
AB-10600,Ann Blume,Corporate,West,Arizona,Tucson,1,1475.05,-256.57,0.4,11/10/2017,Active,1
AB-10600,Ann Blume,Corporate,West,California,Los Angeles,1,9.24,4.44,0.0,2/18/2015,Active,1
AC-10420,Alyssa Crouse,Corporate,Central,Texas,Houston,1,162.16,-69.06,0.5,5/12/2017,Active,1
AC-10420,Alyssa Crouse,Corporate,East,Pennsylvania,Philadelphia,1,57.58,21.59,0.2,2/23/2016,Active,1
AC-10420,Alyssa Crouse,Corporate,West,California,San Francisco,1,706.06,-14.66,0.2,7/12/2014,Active,1
AC-10450,Amy Cox,Consumer,Central,Minnesota,Minneapolis,1,1793.98,843.17,0.0,10/3/2017,Active,1
AC-10450,Amy Cox,Consumer,East,New York,New York City,1,70.21,25.71,0.1,11/8/2015,Active,1
AC-10450,Amy Cox,Consumer,South,Florida,Pembroke Pines,1,24.07,-0.21,0.45,9/22/2016,Active,1
AC-10450,Amy Cox,Consumer,South,Florida,Tampa,1,11.67,-0.73,0.2,6/15/2015,Active,1
AC-10450,Amy Cox,Consumer,South,Louisiana,Lafayette,1,1665.62,33.31,0.0,12/19/2017,Active,1
AC-10450,Amy Cox,Consumer,West,Arizona,Avondale,1,742.34,83.51,0.2,10/31/2014,Active,1
AC-10450,Amy Cox,Consumer,West,Washington,Seattle,1,1219.96,381.24,0.2,11/24/2016,Active,1
AC-10615,Ann Chong,Corporate,Central,Texas,Beaumont,1,12.77,0.96,0.2,3/24/2017,Active,1
AC-10615,Ann Chong,Corporate,East,New York,New York City,1,2255.87,297.82,0.058,9/2/2017,Active,1
AC-10615,Ann Chong,Corporate,East,New York,Rochester,1,37.93,6.83,0.0,12/24/2017,Active,1
AC-10615,Ann Chong,Corporate,East,Pennsylvania,Philadelphia,1,150.76,-32.3,0.45,9/15/2015,Active,1
AC-10615,Ann Chong,Corporate,West,Washington,Seattle,1,80.36,25.52,0.1,2/23/2017,Active,1
AC-10660,Anna Chung,Consumer,Central,Indiana,Lawrence,1,35.88,16.15,0.0,9/22/2016,Active,1
AC-10660,Anna Chung,Consumer,Central,Texas,Huntsville,1,143.73,-32.34,0.2,3/23/2017,Active,1
AC-10660,Anna Chung,Consumer,East,Ohio,Parma,1,191.34,-4.97,0.25,10/15/2014,Active,1
AC-10660,Anna Chung,Consumer,West,California,San Francisco,2,286.37,-7.54,0.2,6/27/2016,Active,1
AD-10180,Alan Dominguez,Home Office,Central,Texas,Houston,1,600.56,-8.58,0.3,12/26/2014,Active,1
AD-10180,Alan Dominguez,Home Office,East,Connecticut,Fairfield,1,916.59,260.53,0.0,12/1/2017,Active,1
AD-10180,Alan Dominguez,Home Office,East,New York,New York City,1,15.48,4.49,0.0,7/4/2015,Active,1
AD-10180,Alan Dominguez,Home Office,East,New York,Yonkers,1,163.96,70.5,0.0,11/13/2017,Active,1
AD-10180,Alan Dominguez,Home Office,East,Pennsylvania,Philadelphia,2,56.95,7.09,0.2,6/14/2015,Active,1
AD-10180,Alan Dominguez,Home Office,West,California,San Francisco,1,163.96,80.34,0.0,4/30/2017,Active,1
AD-10180,Alan Dominguez,Home Office,West,Montana,Great Falls,1,4189.38,1455.55,0.0,1/22/2017,Active,1
AF-10870,Art Ferguson,Consumer,Central,Illinois,Chicago,2,112.6,-45.01,0.5,5/6/2016,Active,1
AF-10870,Art Ferguson,Consumer,Central,Texas,College Station,1,233.06,-53.27,0.3,11/19/2017,Active,1
AF-10870,Art Ferguson,Consumer,East,New Jersey,Passaic,1,1562.09,356.82,0.05,5/22/2016,Active,1
AF-10870,Art Ferguson,Consumer,South,Florida,Homestead,1,47.33,14.87,0.2,11/18/2017,Active,1
AF-10870,Art Ferguson,Consumer,West,California,San Clemente,1,90.06,42.54,0.1,4/23/2016,Active,1
AF-10870,Art Ferguson,Consumer,West,California,San Francisco,1,7.78,2.02,0.0,12/6/2015,Active,1
AF-10885,Art Foster,Consumer,East,Ohio,Fairfield,1,63.92,-46.88,0.7,9/12/2014,Active,1
AF-10885,Art Foster,Consumer,East,Ohio,Toledo,1,53.7,-5.75,0.2,11/10/2016,Active,1
AF-10885,Art Foster,Consumer,East,Pennsylvania,Philadelphia,1,372.28,-211.68,0.35,5/10/2014,Active,1
AF-10885,Art Foster,Consumer,South,Kentucky,Louisville,1,371.66,101.19,0.0,10/13/2015,Active,1
AG-10270,Alejandro Grove,Consumer,Central,Nebraska,Omaha,1,2374.73,696.29,0.0,9/13/2016,Active,1
AG-10270,Alejandro Grove,Consumer,East,Massachusetts,Lawrence,1,37.68,16.96,0.0,9/20/2015,Active,1
AG-10270,Alejandro Grove,Consumer,East,New York,New York City,1,99.98,8.0,0.0,7/23/2014,Active,1
AG-10270,Alejandro Grove,Consumer,East,Pennsylvania,Philadelphia,1,15.01,1.5,0.2,3/27/2017,Active,1
AG-10270,Alejandro Grove,Consumer,West,Utah,West Jordan,1,55.5,9.99,0.0,5/13/2014,Active,1
AG-10300,Aleksandra Gannaway,Corporate,East,Massachusetts,Franklin,1,81.94,20.48,0.0,12/5/2016,Active,1
AG-10300,Aleksandra Gannaway,Corporate,West,California,Los Angeles,1,248.57,28.74,0.2,4/26/2014,Active,1
AG-10300,Aleksandra Gannaway,Corporate,West,California,San Francisco,1,5.96,1.67,0.0,9/3/2017,Active,1
AG-10300,Aleksandra Gannaway,Corporate,West,Nevada,Las Vegas,1,31.08,8.39,0.0,11/19/2015,Active,1
AG-10330,Alex Grayson,Consumer,Central,Oklahoma,Tulsa,1,248.82,61.74,0.0,8/3/2016,Active,1
AG-10330,Alex Grayson,Consumer,Central,Texas,Houston,1,108.13,25.82,0.4,12/22/2017,Active,1
AG-10330,Alex Grayson,Consumer,South,North Carolina,Charlotte,1,12.67,1.43,0.2,12/18/2017,Active,1
AG-10330,Alex Grayson,Consumer,West,Arizona,Mesa,1,182.55,-135.09,0.5,12/22/2017,Active,1
AG-10330,Alex Grayson,Consumer,West,California,Stockton,1,108.8,40.96,0.1,12/10/2017,Active,1
AG-10390,Allen Goldenen,Consumer,East,New York,New York City,1,14.4,7.06,0.0,9/3/2014,Active,1
AG-10390,Allen Goldenen,Consumer,East,Ohio,Cincinnati,1,32.75,-7.41,0.533,11/20/2016,Active,1
AG-10390,Allen Goldenen,Consumer,South,Tennessee,Knoxville,1,4.7,0.41,0.2,12/1/2016,Active,1
AG-10390,Allen Goldenen,Consumer,South,Virginia,Arlington,1,129.33,60.92,0.0,4/19/2014,Active,1
AG-10390,Allen Goldenen,Consumer,West,California,Los Angeles,1,19.76,8.3,0.0,9/7/2017,Active,1
AG-10495,Andrew Gjertsen,Corporate,Central,Michigan,Detroit,1,542.18,163.92,0.05,11/11/2015,Active,1
AG-10495,Andrew Gjertsen,Corporate,Central,Texas,Houston,1,373.28,-60.4,0.233,10/24/2015,Active,1
AG-10495,Andrew Gjertsen,Corporate,East,Pennsylvania,Philadelphia,1,114.38,24.65,0.2,10/13/2017,Active,1
AG-10495,Andrew Gjertsen,Corporate,South,Florida,Saint Petersburg,1,937.61,96.51,0.271,6/8/2015,Active,1
AG-10495,Andrew Gjertsen,Corporate,South,Virginia,Alexandria,1,192.22,69.2,0.0,1/4/2015,Active,1
AG-10495,Andrew Gjertsen,Corporate,West,Arizona,Peoria,1,174.3,-5.36,0.2,10/26/2015,Active,1
AG-10495,Andrew Gjertsen,Corporate,West,California,Los Angeles,1,19.3,6.03,0.2,10/20/2016,Active,1
AG-10495,Andrew Gjertsen,Corporate,West,Washington,Seattle,1,3.59,1.12,0.2,10/23/2015,Active,1
AG-10525,Andy Gerbode,Corporate,Central,Texas,Houston,1,559.71,-121.27,0.4,9/2/2014,Active,1
AG-10525,Andy Gerbode,Corporate,East,New York,New York City,1,654.77,-80.68,0.12,9/7/2015,Active,1
AG-10525,Andy Gerbode,Corporate,South,Florida,Saint Petersburg,1,193.94,27.74,0.2,8/9/2014,Active,1
AG-10525,Andy Gerbode,Corporate,South,Virginia,Richmond,1,46.62,21.45,0.0,9/6/2015,Active,1
AG-10675,Anna Gayman,Consumer,Central,Texas,Allen,1,259.94,-25.99,0.25,5/7/2015,Active,1
AG-10675,Anna Gayman,Consumer,Central,Texas,Houston,1,2620.94,-345.62,0.23,9/8/2016,Active,1
AG-10675,Anna Gayman,Consumer,Central,Wisconsin,Milwaukee,1,13.48,1.89,0.0,9/7/2017,Active,1
AG-10675,Anna Gayman,Consumer,South,Georgia,Columbus,1,79.0,27.88,0.0,9/24/2017,Active,1
AG-10675,Anna Gayman,Consumer,South,North Carolina,Concord,1,405.34,64.05,0.2,1/14/2016,Active,1
AG-10675,Anna Gayman,Consumer,South,North Carolina,Jacksonville,1,61.22,8.29,0.2,7/29/2017,Active,1
AG-10675,Anna Gayman,Consumer,South,Virginia,Salem,1,49.12,23.09,0.0,6/9/2017,Active,1
AG-10765,Anthony Garverick,Home Office,Central,Illinois,Chicago,1,40.85,-66.01,0.8,10/14/2017,Active,1
AG-10765,Anthony Garverick,Home Office,Central,Indiana,Lawrence,1,10.74,5.16,0.0,11/9/2015,Active,1
AG-10765,Anthony Garverick,Home Office,East,Pennsylvania,Philadelphia,1,5.89,-4.12,0.7,9/17/2014,Active,1
AG-10765,Anthony Garverick,Home Office,South,Virginia,Hampton,1,113.1,56.55,0.0,6/9/2015,Active,1
AG-10900,Arthur Gainer,Consumer,Central,Illinois,Chicago,1,177.9,-9.21,0.25,9/13/2015,Active,1
AG-10900,Arthur Gainer,Consumer,Central,Texas,Dallas,1,108.4,-105.69,0.6,9/3/2017,Active,1
AG-10900,Arthur Gainer,Consumer,Central,Wisconsin,Eau Claire,1,1085.87,209.27,0.0,12/8/2016,Active,1
AG-10900,Arthur Gainer,Consumer,East,Connecticut,Waterbury,1,253.03,43.09,0.0,5/17/2016,Active,1
AG-10900,Arthur Gainer,Consumer,East,Pennsylvania,Philadelphia,1,6.91,2.51,0.2,12/19/2015,Active,1
AG-10900,Arthur Gainer,Consumer,South,Florida,Coral Springs,1,318.96,-14.22,0.2,5/1/2017,Active,1
AG-10900,Arthur Gainer,Consumer,South,Virginia,Richmond,1,177.55,47.94,0.0,9/25/2017,Active,1
AG-10900,Arthur Gainer,Consumer,West,Arizona,Tucson,1,1520.38,144.46,0.325,7/23/2014,Active,1
AG-10900,Arthur Gainer,Consumer,West,California,Los Angeles,1,128.52,41.37,0.0,12/27/2015,Active,1
AG-10900,Arthur Gainer,Consumer,West,California,San Diego,1,733.28,-15.83,0.167,9/5/2015,Active,1
AH-10030,Aaron Hawkins,Corporate,East,New York,New York City,1,53.67,20.17,0.0,12/31/2014,Active,1
AH-10030,Aaron Hawkins,Corporate,East,New York,Troy,1,257.75,124.79,0.1,4/22/2014,Active,1
AH-10030,Aaron Hawkins,Corporate,East,Pennsylvania,Philadelphia,1,18.7,2.34,0.2,12/18/2017,Active,1
AH-10030,Aaron Hawkins,Corporate,South,Mississippi,Gulfport,1,86.45,38.04,0.0,3/20/2016,Active,1
AH-10030,Aaron Hawkins,Corporate,West,California,Los Angeles,1,287.46,24.8,0.1,5/13/2014,Active,1
AH-10030,Aaron Hawkins,Corporate,West,California,San Francisco,2,1040.67,155.08,0.133,12/27/2015,Active,1
AH-10075,Adam Hart,Corporate,Central,Texas,Arlington,1,217.44,11.93,0.2,12/17/2016,Active,1
AH-10075,Adam Hart,Corporate,East,New York,New York City,1,841.57,294.55,0.2,9/15/2016,Active,1
AH-10075,Adam Hart,Corporate,East,Ohio,Columbus,1,3.01,0.34,0.2,12/21/2015,Active,1
AH-10075,Adam Hart,Corporate,East,Pennsylvania,Chester,1,199.49,-49.25,0.45,9/25/2017,Active,1
AH-10075,Adam Hart,Corporate,East,Rhode Island,Cranston,1,1169.98,-54.12,0.1,10/23/2017,Active,1
AH-10075,Adam Hart,Corporate,South,Georgia,Atlanta,1,12.84,3.72,0.0,11/26/2017,Active,1
AH-10075,Adam Hart,Corporate,South,Tennessee,Knoxville,1,342.24,-25.26,0.2,5/19/2017,Active,1
AH-10075,Adam Hart,Corporate,West,California,Huntington Beach,1,5.22,2.4,0.0,11/16/2014,Active,1
AH-10075,Adam Hart,Corporate,West,California,Los Angeles,1,262.1,26.15,0.0,6/26/2016,Active,1
AH-10075,Adam Hart,Corporate,West,Nevada,Henderson,1,196.45,70.72,0.0,4/15/2017,Active,1
AH-10120,Adrian Hane,Home Office,Central,Illinois,Aurora,1,50.12,-0.63,0.2,6/30/2016,Active,1
AH-10120,Adrian Hane,Home Office,Central,Texas,Dallas,1,5.25,0.59,0.2,10/31/2017,Active,1
AH-10120,Adrian Hane,Home Office,Central,Texas,Houston,1,169.19,51.33,0.5,7/2/2017,Active,1
AH-10120,Adrian Hane,Home Office,South,Kentucky,Louisville,1,201.09,58.19,0.0,8/17/2017,Active,1
AH-10120,Adrian Hane,Home Office,West,Arizona,Tucson,1,259.14,-25.91,0.2,7/18/2014,Active,1
AH-10120,Adrian Hane,Home Office,West,California,San Francisco,1,440.31,212.82,0.0,4/8/2017,Active,1
AH-10120,Adrian Hane,Home Office,West,Oregon,Salem,1,610.42,-298.7,0.314,12/18/2016,Active,1
AH-10195,Alan Haines,Corporate,Central,Illinois,Chicago,1,16.03,-25.65,0.8,11/5/2017,Active,1
AH-10195,Alan Haines,Corporate,East,New York,New York City,1,28.42,9.02,0.2,8/24/2017,Active,1
AH-10195,Alan Haines,Corporate,East,Pennsylvania,Bethlehem,1,132.94,-12.55,0.25,3/5/2015,Active,1
AH-10195,Alan Haines,Corporate,South,Florida,Tamarac,1,1410.07,-349.37,0.367,12/18/2016,Active,1
AH-10210,Alan Hwang,Consumer,Central,Texas,Dallas,1,195.96,19.6,0.2,11/23/2017,Active,1
AH-10210,Alan Hwang,Consumer,East,New York,New York City,1,801.99,233.99,0.133,12/7/2015,Active,1
AH-10210,Alan Hwang,Consumer,South,Kentucky,Henderson,1,1577.94,757.41,0.0,9/2/2017,Active,1
AH-10210,Alan Hwang,Consumer,South,Kentucky,Louisville,1,348.56,104.57,0.0,10/13/2017,Active,1
AH-10210,Alan Hwang,Consumer,South,Tennessee,Nashville,1,16.5,5.57,0.2,2/20/2016,Active,1
AH-10210,Alan Hwang,Consumer,West,California,Anaheim,1,174.56,65.07,0.1,3/8/2017,Active,1
AH-10210,Alan Hwang,Consumer,West,California,Brentwood,1,79.9,35.16,0.0,11/10/2015,Active,1
AH-10210,Alan Hwang,Consumer,West,California,San Francisco,1,606.32,87.19,0.1,11/29/2014,Active,1
AH-10210,Alan Hwang,Consumer,West,Washington,Seattle,1,1003.62,0.0,0.0,12/24/2017,Active,1
AH-10465,Amy Hunt,Consumer,Central,Texas,Dallas,1,1757.85,-352.09,0.24,1/3/2015,Active,1
AH-10465,Amy Hunt,Consumer,East,New York,New York City,1,562.55,140.86,0.0,5/14/2017,Active,1
AH-10465,Amy Hunt,Consumer,South,Alabama,Decatur,1,14.94,6.87,0.0,4/2/2017,Active,1
AH-10465,Amy Hunt,Consumer,South,Tennessee,Bartlett,1,88.96,10.01,0.2,1/17/2015,Active,1
AH-10465,Amy Hunt,Consumer,West,California,San Francisco,1,71.09,-1.78,0.2,5/5/2016,Active,1
AH-10585,Angele Hood,Consumer,Central,Illinois,Chicago,1,15.98,5.0,0.2,12/9/2017,Active,1
AH-10585,Angele Hood,Consumer,South,Florida,Miami,1,239.24,23.92,0.2,7/6/2017,Active,1
AH-10585,Angele Hood,Consumer,West,Washington,Seattle,2,483.28,55.04,0.067,9/15/2016,Active,1
AH-10690,Anna Häberlin,Corporate,Central,Michigan,Detroit,1,116.4,52.38,0.0,12/31/2015,Active,1
AH-10690,Anna Häberlin,Corporate,Central,Texas,Dallas,1,72.65,-19.77,0.45,8/5/2015,Active,1
AH-10690,Anna Häberlin,Corporate,Central,Texas,Houston,1,946.34,118.29,0.2,5/4/2015,Active,1
AH-10690,Anna Häberlin,Corporate,East,New York,New York City,1,70.88,33.31,0.0,8/6/2016,Active,1
AH-10690,Anna Häberlin,Corporate,South,Florida,Coral Gables,1,64.25,22.36,0.2,10/4/2016,Active,1
AH-10690,Anna Häberlin,Corporate,South,Florida,Plantation,1,792.51,-51.94,0.367,11/12/2015,Active,1
AH-10690,Anna Häberlin,Corporate,South,Georgia,Roswell,1,17.94,8.79,0.0,5/15/2015,Active,1
AH-10690,Anna Häberlin,Corporate,South,Virginia,Springfield,1,4317.3,1069.94,0.0,5/30/2016,Active,1
AH-10690,Anna Häberlin,Corporate,South,Virginia,Virginia Beach,1,177.68,46.2,0.0,4/2/2014,Active,1
AH-10690,Anna Häberlin,Corporate,West,California,Los Angeles,1,87.84,23.72,0.0,5/19/2016,Active,1
AH-10690,Anna Häberlin,Corporate,West,California,San Diego,1,361.38,27.1,0.2,11/15/2016,Active,1
AH-10690,Anna Häberlin,Corporate,West,California,San Francisco,1,863.13,-32.37,0.2,7/31/2016,Active,1
AI-10855,Arianne Irving,Consumer,East,New York,New York City,1,6.68,3.21,0.0,5/5/2017,Active,1
AI-10855,Arianne Irving,Consumer,East,Pennsylvania,Philadelphia,1,63.69,-9.1,0.3,12/11/2017,Active,1
AI-10855,Arianne Irving,Consumer,South,Virginia,Chesapeake,1,504.9,80.78,0.0,12/17/2017,Active,1
AI-10855,Arianne Irving,Consumer,West,Arizona,Glendale,1,6.37,2.39,0.2,9/9/2017,Active,1
AI-10855,Arianne Irving,Consumer,West,California,Brentwood,1,408.77,80.4,0.1,12/29/2014,Active,1
AI-10855,Arianne Irving,Consumer,West,California,Los Angeles,2,1484.25,492.88,0.025,12/20/2015,Active,1
AI-10855,Arianne Irving,Consumer,West,California,Roseville,1,19.44,9.33,0.0,3/14/2015,Active,1
AI-10855,Arianne Irving,Consumer,West,California,San Francisco,1,1679.96,126.0,0.2,4/28/2014,Active,1
AI-10855,Arianne Irving,Consumer,West,Washington,Kent,1,201.73,81.84,0.1,5/10/2014,Active,1
AJ-10780,Anthony Jacobs,Corporate,East,Maryland,Baltimore,1,481.59,96.48,0.0,5/14/2017,Active,1
AJ-10780,Anthony Jacobs,Corporate,East,Massachusetts,Beverly,1,2583.19,654.92,0.0,12/28/2014,Active,1
AJ-10780,Anthony Jacobs,Corporate,East,Ohio,Lorain,1,1421.66,-734.53,0.4,10/31/2014,Active,1
AJ-10780,Anthony Jacobs,Corporate,South,Florida,Palm Coast,1,7.43,-5.7,0.7,11/28/2016,Active,1
AJ-10780,Anthony Jacobs,Corporate,South,Virginia,Springfield,1,54.83,22.65,0.0,1/10/2014,Active,1
AJ-10780,Anthony Jacobs,Corporate,West,Arizona,Scottsdale,1,307.78,111.57,0.2,10/16/2017,Active,1
AJ-10780,Anthony Jacobs,Corporate,West,California,Los Angeles,1,10.86,5.32,0.0,5/18/2015,Active,1
AJ-10795,Anthony Johnson,Corporate,East,New York,New York City,1,4.99,1.68,0.2,12/26/2016,Active,1
AJ-10795,Anthony Johnson,Corporate,South,Florida,Jacksonville,1,255.9,46.46,0.2,1/5/2016,Active,1
AJ-10795,Anthony Johnson,Corporate,South,Florida,Saint Petersburg,1,310.88,23.32,0.2,5/14/2014,Active,1
AJ-10795,Anthony Johnson,Corporate,South,Virginia,Springfield,1,1159.06,314.7,0.0,9/12/2016,Active,1
AJ-10795,Anthony Johnson,Corporate,West,California,Apple Valley,1,1295.02,255.24,0.038,7/17/2017,Active,1
AJ-10795,Anthony Johnson,Corporate,West,California,San Francisco,1,1365.63,479.95,0.086,12/29/2014,Active,1
AJ-10795,Anthony Johnson,Corporate,West,Washington,Seattle,1,109.9,37.37,0.0,1/22/2016,Active,1
AJ-10945,Ashley Jarboe,Consumer,Central,Indiana,Lawrence,1,638.73,166.07,0.0,8/31/2017,Active,1
AJ-10945,Ashley Jarboe,Consumer,Central,Michigan,Detroit,1,774.47,290.68,0.0,6/1/2015,Active,1
AJ-10945,Ashley Jarboe,Consumer,Central,Michigan,Taylor,1,301.96,33.22,0.0,11/18/2016,Active,1
